#ZRXPVERSION2209.265|*|ZRXPMODEStandard|*|ZRXPCREATORZRXP-Fileexport|*|TZUTC-8|*|
#TSPATH/0a/T381/GW/GW.WaterSurfaceElev|*|CUNITft|*|RINVAL-777|*|SNAMET.H. 381|*|
#SANRT381|*|CNAMEGroundWater|*|
#LAYOUT(timestamp,value)|*|
20221020120000 3935.42
20221020180000 3935.52
20221021000000 3935.42
20221021060000 3935.42
20221021120000 3935.43
20221021180000 3935.53
20221022000000 3935.46
20221022060000 3935.53
20221022120000 3935.57
20221022180000 3935.54
20221023000000 3935.33
20221023060000 3935.28
20221023120000 3935.24
20221023180000 3935.22
20221024000000 3935.07
20221024060000 3935.13
20221024120000 3935.10
20221024180000 3935.17
20221025000000 3935.08
20221025060000 3935.14
20221025120000 3935.15
20221025180000 3935.25
20221026000000 3935.12
20221026060000 3935.15
20221026120000 3935.14
20221026180000 3935.18
20221027000000 3935.01
20221027060000 3935.00
20221027120000 3934.96
20221027180000 3935.01
20221028000000 3934.93
20221028060000 3934.90
20221028120000 3934.89
20221028180000 3934.94
20221029000000 3934.88
20221029060000 3934.83
20221029120000 3934.85
20221029180000 3934.91
20221030000000 3934.83
20221030060000 3934.80
20221030120000 3934.82
20221030180000 3934.87
20221031000000 3934.81
20221031060000 3934.79
20221031120000 3934.79
20221031180000 3934.85
20221101000000 3934.82
20221101060000 3934.83
20221101120000 3934.83
20221101180000 3934.83
20221102000000 3934.70
20221102060000 3934.69
20221102120000 3934.64
20221102180000 3934.65
20221103000000 3934.58
20221103060000 3934.55
20221103120000 3934.49
20221103180000 3934.45
20221104000000 3934.42
20221104060000 3934.39
20221104120000 3934.37
20221104180000 3934.44
20221105000000 3934.39
20221105060000 3934.46
20221105120000 3934.48
20221105180000 3934.50
20221106000000 3934.44
20221106050000 3934.45
20221106110000 3934.40
20221106170000 3934.45
20221106230000 3934.40
20221107050000 3934.39
20221107110000 3934.31
20221107170000 3934.35
20221107230000 3934.23
20221108050000 3934.22
20221108110000 3934.30
20221108170000 3934.29
20221108230000 3934.15
20221109050000 3934.08
20221109110000 3933.96
20221109170000 3933.97
20221109230000 3933.88
20221110050000 3933.92
20221110110000 3933.89
20221110170000 3933.93
20221110230000 3933.86
20221111050000 3933.91
20221111110000 3933.88
20221111170000 3933.90
20221111230000 3933.85
20221112050000 3933.88
20221112110000 3933.86
20221112170000 3933.91
20221112230000 3933.81
20221113050000 3933.75
20221113110000 3933.68
20221113170000 3933.71
20221113230000 3933.66
20221114050000 3933.63
20221114110000 3933.60
20221114170000 3933.62
20221114230000 3933.56
20221115050000 3933.53
20221115110000 3933.47
20221115170000 3933.44
20221115230000 3933.38
20221116050000 3933.37
20221116110000 3933.38
20221116170000 3933.42
20221116230000 3933.37
20221117050000 3933.38
20221117091700 3933.37
20221117120000 3933.41
20221117180000 3933.44
20221118000000 3933.40
20221118060000 3933.34
20221118120000 3933.33
20221118180000 3933.27
20221119000000 3933.17
20221119060000 3933.15
20221119120000 3933.14
20221119180000 3933.15
20221120000000 3933.10
20221120060000 3933.07
20221120120000 3933.09
20221120180000 3933.06
20221121000000 3933.01
20221121060000 3933.01
20221121120000 3933.01
20221121180000 3933.01
20221122000000 3932.91
20221122060000 3932.92
20221122120000 3932.92
20221122180000 3932.91
20221123000000 3932.84
20221123060000 3932.85
20221123120000 3932.79
20221123180000 3932.75
20221124000000 3932.66
20221124060000 3932.67
20221124120000 3932.64
20221124180000 3932.63
20221125000000 3932.56
20221125060000 3932.60
20221125120000 3932.61
20221125180000 3932.64
20221126000000 3932.57
20221126060000 3932.60
20221126120000 3932.57
20221126180000 3932.52
20221127000000 3932.43
20221127060000 3932.46
20221127120000 3932.46
20221127180000 3932.49
20221128000000 3932.43
20221128060000 3932.45
20221128120000 3932.47
20221128180000 3932.44
20221129000000 3932.10
20221129060000 3931.81
20221129120000 3931.63
20221129180000 3931.54
20221130000000 3931.74
20221130060000 3931.88
20221130120000 3931.97
20221130180000 3932.01
20221201000000 3931.98
20221201060000 3932.00
20221201120000 3932.00
20221201180000 3931.98
20221202000000 3931.91
20221202060000 3931.81
20221202120000 3931.78
20221202180000 3931.75
20221203000000 3931.76
20221203060000 3931.77
20221203120000 3931.77
20221203180000 3931.77
20221204000000 3931.75
20221204060000 3931.74
20221204120000 3931.71
20221204180000 3931.71
20221205000000 3931.66
20221205060000 3931.64
20221205120000 3931.62
20221205180000 3931.60
20221206000000 3931.51
20221206060000 3931.50
20221206120000 3931.49
20221206180000 3931.46
20221207000000 3931.40
20221207060000 3931.40
20221207120000 3931.36
20221207180000 3931.31
20221208000000 3931.24
20221208060000 3931.27
20221208120000 3931.28
20221208180000 3931.30
20221209000000 3931.24
20221209060000 3931.23
20221209120000 3931.21
20221209180000 3931.21
20221210000000 3931.17
20221210060000 3931.19
20221210120000 3931.22
20221210180000 3931.21
20221211000000 3931.17
20221211060000 3931.19
20221211120000 3931.04
20221211180000 3931.02
20221212000000 3930.96
20221212060000 3930.93
20221212120000 3930.92
20221212180000 3930.90
20221213000000 3930.84
20221213060000 3930.81
20221213120000 3930.78
20221213180000 3930.75
20221214000000 3930.68
20221214060000 3930.68
20221214120000 3930.70
20221214180000 3930.68
20221215000000 3930.63
20221215060000 3930.63
20221215091000 3930.58
20221215120000 3930.58
20221215180000 3930.55
20221216000000 3930.50
20221216060000 3930.49
20221216120000 3930.50
20221216180000 3930.49
20221217000000 3930.42
20221217060000 3930.43
20221217120000 3930.45
20221217180000 3930.42
20221218000000 3930.41
20221218060000 3930.38
20221218120000 3930.33
20221218180000 3930.28
20221219000000 3930.21
20221219060000 3930.18
20221219120000 3930.16
20221219180000 3930.16
20221220000000 3930.10
20221220060000 3930.13
20221220120000 3930.12
20221220180000 3930.10
20221221000000 3930.06
20221221060000 3930.07
20221221120000 3930.04
20221221180000 3930.03
20221222000000 3929.98
20221222060000 3929.98
20221222120000 3929.95
20221222180000 3929.95
20221223000000 3929.86
20221223060000 3929.84
20221223120000 3929.80
20221223180000 3929.79
20221224000000 3929.70
20221224060000 3929.70
20221224120000 3929.69
20221224180000 3929.68
20221225000000 3929.60
20221225060000 3929.64
20221225120000 3929.64
20221225180000 3929.63
20221226000000 3929.57
20221226060000 3929.60
20221226120000 3929.54
20221226180000 3929.56
20221227000000 3929.57
20221227060000 3929.58
20221227120000 3929.55
20221227180000 3929.51
20221228000000 3929.47
20221228060000 3929.41
20221228120000 3929.36
20221228180000 3929.35
20221229000000 3929.34
20221229060000 3929.32
20221229120000 3929.29
20221229180000 3929.22
20221230000000 3929.20
20221230060000 3929.20
20221230120000 3929.20
20221230180000 3929.21
20221231000000 3929.19
20221231060000 3929.16
20221231120000 3929.14
20221231180000 3929.17
20230101000000 3929.17
20230101060000 3929.09
20230101120000 3929.01
20230101180000 3928.95
20230102000000 3928.92
20230102060000 3928.94
20230102120000 3928.93
20230102180000 3928.94
20230103000000 3928.67
20230103060000 3928.42
20230103120000 3928.27
20230103180000 3928.19
20230104000000 3928.40
20230104060000 3928.52
20230104120000 3928.58
20230104180000 3928.66
20230105000000 3928.66
20230105060000 3928.69
20230105120000 3928.57
20230105180000 3928.57
20230106000000 3928.47
20230106060000 3928.49
20230106120000 3928.46
20230106180000 3928.48
20230107000000 3928.47
20230107060000 3928.47
20230107120000 3928.45
20230107180000 3928.49
20230108000000 3928.47
20230108060000 3928.45
20230108120000 3928.38
20230108180000 3928.41
20230109000000 3928.37
20230109060000 3928.41
20230109120000 3928.47
20230109180000 3928.45
20230110000000 3928.39
20230110060000 3928.44
20230110120000 3928.39
20230110180000 3928.27
20230111000000 3928.20
20230111060000 3928.22
20230111120000 3928.20
20230111180000 3928.20
20230112000000 3928.18
20230112060000 3928.20
20230112120000 3928.18
20230112180000 3928.19
20230113000000 3928.20
20230113060000 3928.23
20230113120000 3928.25
20230113180000 3928.25
20230114000000 3928.25
20230114060000 3928.27
20230114120000 3928.27
20230114180000 3928.25
20230115000000 3928.24
20230115060000 3928.18
20230115120000 3928.16
20230115180000 3928.18
20230116000000 3928.16
20230116060000 3928.23
20230116120000 3928.20
20230116180000 3928.10
20230117000000 3928.07
20230117060000 3928.08
20230117100000 3928.04
20230117120000 3928.05
20230117180000 3928.00
20230118000000 3927.99
20230118060000 3928.01
20230118120000 3928.02
20230118180000 3928.05
20230119000000 3928.05
20230119060000 3928.10
20230119120000 3928.04
20230119180000 3927.98
20230120000000 3927.96
20230120060000 3927.98
20230120120000 3927.99
20230120180000 3927.98
20230121000000 3927.93
20230121060000 3927.99
20230121120000 3927.98
20230121180000 3928.04
20230122000000 3928.02
20230122060000 3928.12
20230122120000 3928.02
20230122180000 3927.98
20230123000000 3927.94
20230123060000 3927.96
20230123120000 3927.94
20230123180000 3927.98
20230124000000 3927.91
20230124060000 3927.90
20230124120000 3927.91
20230124180000 3927.92
20230125000000 3927.92
20230125060000 3927.92
20230125120000 3927.90
20230125180000 3927.91
20230126000000 3927.86
20230126060000 3927.84
20230126120000 3927.89
20230126180000 3927.95
20230127000000 3927.95
20230127060000 3927.96
20230127120000 3927.98
20230127180000 3928.02
20230128000000 3927.94
20230128060000 3927.93
20230128120000 3927.92
20230128180000 3927.94
20230129000000 3927.93
20230129060000 3927.94
20230129120000 3927.93
20230129180000 3927.86
20230130000000 3927.80
20230130060000 3927.78
20230130120000 3927.78
20230130180000 3927.77
20230131000000 3927.73
20230131060000 3927.76
20230131120000 3927.79
20230131180000 3927.81
20230201000000 3927.77
20230201060000 3927.78
20230201120000 3927.76
20230201180000 3927.75
20230202000000 3927.71
20230202060000 3927.72
20230202120000 3927.72
20230202180000 3927.75
20230203000000 3927.72
20230203060000 3927.73
20230203120000 3927.74
20230203180000 3927.75
20230204000000 3927.69
20230204060000 3927.72
20230204120000 3927.73
20230204180000 3927.74
20230205000000 3927.73
20230205060000 3927.68
20230205120000 3927.66
20230205180000 3927.67
20230206000000 3927.58
20230206060000 3927.57
20230206120000 3927.55
20230206180000 3927.58
20230207000000 3927.54
20230207060000 3927.58
20230207120000 3927.58
20230207180000 3927.59
20230208000000 3927.51
20230208060000 3927.54
20230208120000 3927.54
20230208180000 3927.57
20230209000000 3927.51
20230209060000 3927.52
20230209120000 3927.48
20230209180000 3927.52
20230210000000 3927.47
20230210060000 3927.50
20230210120000 3927.55
20230210180000 3927.56
20230211000000 3927.55
20230211060000 3927.56
20230211120000 3927.53
20230211180000 3927.48
20230212000000 3927.41
20230212060000 3927.40
20230212120000 3927.40
20230212180000 3927.40
20230213000000 3927.39
20230213060000 3927.44
20230213120000 3927.46
20230213180000 3927.48
20230214000000 3927.44
20230214060000 3927.42
20230214120000 3927.33
20230214180000 3927.32
20230215000000 3927.24
20230215060000 3927.25
20230215120000 3927.23
20230215180000 3927.23
20230216000000 3927.19
20230216060000 3927.23
20230216113400 3927.20
20230216120000 3927.18
20230216180000 3926.92
20230217000000 3926.74
20230217060000 3926.68
20230217120000 3926.68
20230217180000 3926.89
20230218000000 3926.96
20230218060000 3927.04
20230218120000 3927.06
20230218180000 3927.09
20230219000000 3927.03
20230219060000 3927.04
20230219120000 3927.05
20230219180000 3927.08
20230220000000 3927.00
20230220060000 3927.06
20230220120000 3927.05
20230220180000 3927.09
20230221000000 3927.06
20230221060000 3927.16
20230221120000 3927.21
20230221180000 3927.31
20230222000000 3927.07
20230222060000 3927.04
20230222120000 3927.01
20230222180000 3927.00
20230223000000 3926.98
20230223060000 3926.98
20230223120000 3926.96
20230223180000 3926.98
20230224000000 3926.94
20230224060000 3926.96
20230224120000 3926.96
20230224180000 3926.96
20230225000000 3926.95
20230225060000 3926.98
20230225120000 3926.95
20230225180000 3926.96
20230226000000 3926.93
20230226060000 3926.89
20230226120000 3926.85
20230226180000 3926.88
20230227000000 3926.89
20230227060000 3926.91
20230227120000 3926.91
20230227180000 3926.93
20230228000000 3926.86
20230228060000 3926.86
20230228120000 3926.86
20230228180000 3926.93
20230301000000 3926.97
20230301060000 3926.90
20230301120000 3926.77
20230301180000 3926.71
20230302000000 3926.70
20230302060000 3926.73
20230302120000 3926.74
20230302180000 3926.77
20230303000000 3926.76
20230303060000 3926.80
20230303120000 3926.77
20230303180000 3926.79
20230304000000 3926.78
20230304060000 3926.83
20230304120000 3926.78
20230304180000 3926.76
20230305000000 3926.73
20230305060000 3926.72
20230305120000 3926.71
20230305180000 3926.71
20230306000000 3926.62
20230306060000 3926.61
20230306120000 3926.61
20230306180000 3926.68
20230307000000 3926.63
20230307060000 3926.65
20230307120000 3926.63
20230307180000 3926.66
20230308000000 3926.64
20230308060000 3926.66
20230308120000 3926.61
20230308180000 3926.62
20230309000000 3926.57
20230309060000 3926.60
20230309120000 3926.59
20230309180000 3926.68
20230310000000 3926.64
20230310060000 3926.71
20230310120000 3926.65
20230310180000 3926.67
20230311000000 3926.62
20230311060000 3926.64
20230311120000 3926.60
20230311180000 3926.65
20230312000000 3926.61
20230312070000 3926.64
20230312130000 3926.64
20230312190000 3926.68
20230313010000 3926.65
20230313070000 3926.65
20230313130000 3926.67
20230313190000 3926.72
20230314010000 3926.68
20230314070000 3926.73
20230314130000 3926.73
20230314190000 3926.76
20230315010000 3926.73
20230315070000 3926.75
20230315130000 3926.70
20230315190000 3926.71
20230316010000 3926.68
20230316070000 3926.71
20230316130000 3926.75
20230316190000 3926.78
20230317010000 3926.75
20230317070000 3926.74
20230317130000 3926.77
20230317190000 3926.81
20230318010000 3926.77
20230318070000 3926.80
20230318130000 3926.86
20230318190000 3926.87
20230319010000 3926.84
20230319070000 3926.92
20230319130000 3926.90
20230319190000 3926.96
20230320010000 3926.92
20230320070000 3926.94
20230320101100 3926.91
20230320120000 3926.92
20230320180000 3926.98
20230321000000 3926.95
20230321060000 3927.02
20230321120000 3927.04
20230321180000 3927.06
20230322000000 3927.00
20230322060000 3926.97
20230322120000 3926.84
20230322180000 3926.94
20230323000000 3926.92
20230323060000 3926.98
20230323120000 3926.98
20230323180000 3927.09
20230324000000 3927.02
20230324060000 3927.03
20230324120000 3927.03
20230324180000 3927.12
20230325000000 3927.08
20230325060000 3927.11
20230325120000 3927.13
20230325180000 3927.22
20230326000000 3927.14
20230326060000 3927.14
20230326120000 3927.14
20230326180000 3927.16
20230327000000 3927.12
20230327060000 3927.15
20230327120000 3927.15
20230327180000 3927.24
20230328000000 3927.23
20230328060000 3927.28
20230328120000 3927.32
20230328180000 3927.41
20230329000000 3927.36
20230329060000 3927.37
20230329120000 3927.35
20230329180000 3927.37
20230330000000 3927.33
20230330060000 3927.34
20230330120000 3927.27
20230330180000 3927.31
20230331000000 3927.25
20230331060000 3927.29
20230331120000 3927.29
20230331180000 3927.38
20230401000000 3927.32
20230401060000 3927.36
20230401120000 3927.38
20230401180000 3927.46
20230402000000 3927.44
20230402060000 3927.47
20230402120000 3927.49
20230402180000 3927.57
20230403000000 3927.56
20230403060000 3927.56
20230403120000 3927.47
20230403180000 3927.42
20230404000000 3927.39
20230404060000 3927.45
20230404120000 3927.46
20230404180000 3927.53
20230405000000 3927.46
20230405060000 3927.49
20230405120000 3927.47
20230405180000 3927.56
20230406000000 3927.51
20230406060000 3927.54
20230406120000 3927.55
20230406180000 3927.64
20230407000000 3927.58
20230407060000 3927.62
20230407120000 3927.61
20230407180000 3927.68
20230408000000 3927.58
20230408060000 3927.60
20230408120000 3927.58
20230408180000 3927.64
20230409000000 3927.54
20230409060000 3927.55
20230409120000 3927.57
20230409180000 3927.67
20230410000000 3927.60
20230410060000 3927.65
20230410120000 3927.67
20230410180000 3927.73
20230411000000 3927.68
20230411060000 3927.71
20230411120000 3927.70
20230411180000 3927.75
20230412000000 3927.75
20230412060000 3927.78
20230412120000 3927.78
20230412122600 3927.82
20230412180000 3927.89
20230413000000 3927.83
20230413060000 3927.75
20230413120000 3927.74
20230413180000 3927.83
20230414000000 3927.79
20230414060000 3927.78
20230414120000 3927.74
20230414180000 3927.78
20230415000000 3927.73
20230415060000 3927.73
20230415120000 3927.73
20230415180000 3927.82
20230416000000 3927.76
20230416060000 3927.80
20230416120000 3927.84
20230416180000 3927.91
20230417000000 3927.84
20230417060000 3927.89
20230417120000 3927.92
20230417180000 3927.92
20230418000000 3927.89
20230418060000 3927.90
20230418120000 3927.89
20230418180000 3927.89
20230419000000 3927.81
20230419060000 3927.83
20230419120000 3927.80
20230419180000 3927.86
20230420000000 3927.79
20230420060000 3927.83
20230420120000 3927.82
20230420180000 3927.90
20230421000000 3927.84
20230421060000 3927.87
20230421120000 3927.88
20230421180000 3927.97
20230422000000 3927.95
20230422060000 3927.98
20230422120000 3927.95
20230422180000 3928.06
20230423000000 3927.99
20230423060000 3928.00
20230423120000 3928.00
20230423180000 3928.02
20230424000000 3927.94
20230424060000 3927.97
20230424120000 3927.96
20230424180000 3928.02
20230425000000 3927.98
20230425060000 3927.94
20230425120000 3927.95
20230425180000 3928.02
20230426000000 3927.94
20230426060000 3927.95
20230426120000 3928.00
20230426180000 3928.10
20230427000000 3928.02
20230427060000 3928.04
20230427120000 3928.07
20230427180000 3928.13
20230428000000 3928.07
20230428060000 3928.07
20230428120000 3928.09
20230428180000 3928.12
20230429000000 3928.08
20230429060000 3928.11
20230429120000 3928.12
20230429180000 3928.19
20230430000000 3928.16
20230430060000 3928.21
20230430120000 3928.26
20230430180000 3928.32
20230501000000 3928.27
20230501060000 3928.31
20230501120000 3928.30
20230501180000 3928.39
20230502000000 3928.28
20230502060000 3928.23
20230502120000 3928.24
20230502180000 3928.33
20230503000000 3928.26
20230503060000 3928.30
20230503120000 3928.35
20230503180000 3928.45
20230504000000 3928.38
20230504060000 3928.41
20230504120000 3928.40
20230504180000 3928.46
20230505000000 3928.38
20230505060000 3928.42
20230505120000 3928.44
20230505180000 3928.55
20230506000000 3928.48
20230506060000 3928.52
20230506120000 3928.54
20230506180000 3928.62
20230507000000 3928.54
20230507060000 3928.59
20230507120000 3928.62
20230507180000 3928.69
20230508000000 3928.66
20230508060000 3928.72
20230508120000 3928.73
20230508180000 3928.79
20230509000000 3928.77
20230509060000 3928.81
20230509120000 3928.82
20230509180000 3928.94
20230510000000 3928.88
20230510060000 3928.90
20230510120000 3928.93
20230510180000 3929.01
20230511000000 3928.94
20230511060000 3928.97
20230511120000 3929.04
20230511180000 3929.13
20230512000000 3929.07
20230512060000 3929.08
20230512120000 3929.14
20230512180000 3929.21
20230513000000 3929.19
20230513060000 3929.23
20230513120000 3929.29
20230513180000 3929.41
20230514000000 3929.36
20230514060000 3929.40
20230514120000 3929.42
20230514180000 3929.48
20230515000000 3929.41
20230515060000 3929.45
20230515120000 3929.49
20230515133600 3929.50
20230515180000 3929.54
20230516000000 3929.51
20230516060000 3929.60
20230516120000 3929.65
20230516180000 3929.74
20230517000000 3929.73
20230517060000 3929.79
20230517120000 3929.85
20230517180000 3929.94
20230518000000 3929.91
20230518060000 3929.94
20230518120000 3929.99
20230518180000 3930.11
20230519000000 3930.04
20230519060000 3930.06
20230519120000 3929.79
20230519180000 3929.75
20230520000000 3929.64
20230520060000 3929.60
20230520120000 3929.62
20230520180000 3929.71
20230521000000 3929.60
20230521060000 3929.68
20230521120000 3929.74
20230521180000 3929.82
20230522000000 3929.75
20230522060000 3929.84
20230522120000 3929.87
20230522180000 3929.94
20230523000000 3929.92
20230523060000 3929.98
20230523120000 3930.01
20230523180000 3930.11
20230524000000 3930.07
20230524060000 3930.06
20230524120000 3930.14
20230524180000 3930.24
20230525000000 3930.17
20230525060000 3930.24
20230525120000 3930.30
20230525180000 3930.36
20230526000000 3930.33
20230526060000 3930.35
20230526120000 3930.42
20230526180000 3930.45
20230527000000 3930.45
20230527060000 3930.51
20230527120000 3930.58
20230527180000 3930.67
20230528000000 3930.68
20230528060000 3930.70
20230528120000 3930.80
20230528180000 3930.90
20230529000000 3930.83
20230529060000 3930.88
20230529120000 3930.96
20230529180000 3931.02
20230530000000 3931.02
20230530060000 3931.05
20230530120000 3931.14
20230530180000 3931.26
20230531000000 3931.22
20230531060000 3931.29
20230531120000 3931.37
20230531180000 3931.45
20230601000000 3931.44
20230601060000 3931.45
20230601120000 3931.52
20230601180000 3931.64
20230602000000 3931.55
20230602060000 3931.60
20230602120000 3931.68
20230602180000 3931.80
20230603000000 3931.77
20230603060000 3931.79
20230603120000 3931.88
20230603180000 3932.03
20230604000000 3931.98
20230604060000 3932.06
20230604120000 3932.10
20230604180000 3932.24
20230605000000 3932.18
20230605060000 3932.26
20230605120000 3932.36
20230605180000 3932.45
20230606000000 3932.44
20230606060000 3932.52
20230606120000 3932.87
20230606180000 3933.16
20230607000000 3933.22
20230607060000 3933.31
20230607120000 3933.08
20230607180000 3933.04
20230608000000 3933.03
20230608060000 3933.06
20230608120000 3933.09
20230608180000 3933.18
20230609000000 3933.14
20230609060000 3933.18
20230609120000 3933.28
20230609180000 3933.37
20230610000000 3933.36
20230610060000 3933.44
20230610120000 3933.47
20230610180000 3933.56
20230611000000 3933.60
20230611060000 3933.65
20230611120000 3933.75
20230611180000 3933.75
20230612000000 3933.78
20230612060000 3933.84
20230612120000 3933.88
20230612180000 3933.99
20230613000000 3933.92
20230613060000 3934.26
20230613114600 3934.32
20230613120000 3934.32
20230613180000 3934.38
20230614000000 3934.30
20230614060000 3934.35
20230614120000 3934.42
20230614180000 3934.54
20230615000000 3934.51
20230615060000 3934.55
20230615120000 3934.59
20230615180000 3934.72
20230616000000 3934.61
20230616060000 3934.66
20230616120000 3934.73
20230616180000 3934.86
20230617000000 3934.82
20230617060000 3934.87
20230617120000 3934.98
20230617180000 3935.12
20230618000000 3935.14
20230618060000 3935.21
20230618120000 3935.27
20230618180000 3935.39
20230619000000 3935.38
20230619060000 3935.46
20230619120000 3935.44
20230619180000 3935.53
20230620000000 3935.51
20230620060000 3935.52
20230620120000 3935.59
20230620180000 3935.84
20230621000000 3936.10
20230621060000 3936.25
20230621120000 3936.40
20230621180000 3936.52
20230622000000 3936.65
20230622060000 3936.78
20230622120000 3936.89
20230622180000 3937.06
20230623000000 3937.07
20230623060000 3937.07
20230623120000 3937.13
20230623180000 3937.24
20230624000000 3937.30
20230624060000 3937.35
20230624120000 3937.46
20230624180000 3937.57
20230625000000 3937.61
20230625060000 3937.69
20230625120000 3937.77
20230625180000 3937.90
20230626000000 3937.90
20230626060000 3937.97
20230626120000 3938.10
20230626180000 3938.22
20230627000000 3938.20
20230627060000 3938.23
20230627120000 3938.23
20230627180000 3938.13
20230628000000 3938.31
20230628060000 3938.40
20230628120000 3938.51
20230628180000 3938.61
20230629000000 3938.61
20230629060000 3938.68
20230629120000 3938.77
20230629180000 3938.90
20230630000000 3938.90
20230630060000 3938.93
20230630120000 3939.04
20230630180000 3939.18
20230701000000 3939.20
20230701060000 3939.24
20230701120000 3939.28
20230701180000 3939.45
20230702000000 3939.43
20230702060000 3939.51
20230702120000 3939.55
20230702180000 3939.74
20230703000000 3939.70
20230703060000 3939.77
20230703120000 3939.84
20230703180000 3939.98
20230704000000 3939.97
20230704060000 3940.02
20230704120000 3940.10
20230704180000 3940.20
20230705000000 3940.21
20230705060000 3940.24
20230705120000 3940.32
20230705180000 3940.45
20230706000000 3940.48
20230706060000 3940.52
20230706120000 3940.59
20230706180000 3940.76
20230707000000 3940.74
20230707060000 3940.80
20230707120000 3940.86
20230707180000 3940.99
20230708000000 3940.76
20230708060000 3940.57
20230708120000 3940.54
20230708180000 3940.55
20230709000000 3940.54
20230709060000 3940.51
20230709120000 3940.56
20230709180000 3940.62
20230710000000 3940.59
20230710060000 3940.59
20230710120000 3940.64
20230710180000 3940.74
20230711000000 3940.73
20230711060000 3940.75
20230711120000 3940.80
20230711180000 3940.93
20230712000000 3940.90
20230712060000 3940.93
20230712120000 3940.99
20230712180000 3941.13
20230713000000 3941.11
20230713060000 3941.12
20230713120000 3941.24
20230713180000 3941.66
20230714000000 3941.80
20230714060000 3941.90
20230714120000 3942.04
20230714180000 3942.23
20230715000000 3942.27
20230715060000 3942.30
20230715120000 3942.42
20230715180000 3942.56
20230716000000 3942.56
20230716060000 3942.63
20230716120000 3942.67
20230716180000 3942.86
20230717000000 3942.84
20230717060000 3942.90
20230717120000 3942.96
20230717180000 3943.07
20230718000000 3943.10
20230718060000 3943.15
20230718120000 3943.22
20230718180000 3943.35
20230719000000 3943.32
20230719060000 3943.36
20230719120000 3943.41
20230719180000 3943.55
20230720000000 3943.54
20230720060000 3943.58
20230720120000 3943.67
20230720180000 3943.80
20230721000000 3943.81
20230721060000 3943.84
20230721120000 3943.92
20230721180000 3944.07
20230722000000 3944.05
20230722060000 3944.11
20230722120000 3944.16
20230722180000 3944.30
20230723000000 3944.25
20230723060000 3944.32
20230723120000 3944.38
20230723180000 3944.43
20230724000000 3944.45
20230724060000 3944.47
20230724101700 3944.47
20230724120000 3944.52
20230724180000 3944.62
20230725000000 3944.64
20230725060000 3944.66
20230725120000 3944.77
20230725180000 3944.87
20230726000000 3944.88
20230726060000 3944.90
20230726120000 3944.99
20230726180000 3945.12
20230727000000 3945.10
20230727060000 3945.13
20230727120000 3945.18
20230727180000 3945.29
20230728000000 3945.28
20230728060000 3945.34
20230728120000 3945.37
20230728180000 3945.51
20230729000000 3945.47
20230729060000 3945.48
20230729120000 3945.55
20230729180000 3945.64
20230730000000 3945.65
20230730060000 3945.66
20230730120000 3945.73
20230730180000 3945.84
20230731000000 3945.84
20230731060000 3945.87
20230731120000 3945.92
20230731180000 3946.04
20230801000000 3945.99
20230801060000 3946.06
20230801120000 3946.04
20230801180000 3946.20
20230802000000 3946.16
20230802060000 3946.24
20230802120000 3946.28
20230802180000 3946.39
20230803000000 3946.38
20230803060000 3946.38
20230803120000 3946.42
20230803180000 3946.52
20230804000000 3946.51
20230804060000 3946.51
20230804120000 3946.58
20230804180000 3946.67
20230805000000 3946.66
20230805060000 3946.69
20230805120000 3946.72
20230805180000 3946.83
20230806000000 3946.76
20230806060000 3946.77
20230806120000 3946.80
20230806180000 3946.91
20230807000000 3946.87
20230807060000 3946.87
20230807120000 3946.97
20230807180000 3947.04
20230808000000 3947.03
20230808060000 3947.00
20230808120000 3947.07
20230808180000 3947.16
20230809000000 3947.15
20230809060000 3947.14
20230809120000 3947.20
20230809180000 3947.27
20230810000000 3947.24
20230810060000 3947.22
20230810120000 3947.24
20230810180000 3947.32
20230811000000 3947.29
20230811060000 3947.28
20230811120000 3947.30
20230811180000 3947.36
20230812000000 3947.29
20230812060000 3947.30
20230812120000 3947.32
20230812180000 3947.44
20230813000000 3947.34
20230813060000 3947.40
20230813120000 3947.38
20230813180000 3947.50
20230814000000 3947.46
20230814060000 3947.51
20230814120000 3947.48
20230814180000 3947.56
20230815000000 3947.48
20230815060000 3947.44
20230815120000 3947.41
20230815180000 3947.56
20230816000000 3947.53
20230816060000 3947.59
20230816105000 3947.64
20230816120000 3947.66
20230816180000 3947.78
20230817000000 3947.77
20230817060000 3947.81
20230817120000 3947.80
20230817180000 3947.87
20230818000000 3947.78
20230818060000 3947.79
20230818120000 3947.81
20230818180000 3947.96
20230819000000 3947.90
20230819060000 3947.91
20230819120000 3947.93
20230819180000 3947.95
20230820000000 3947.88
20230820060000 3947.91
20230820120000 3947.93
20230820180000 3948.03
20230821000000 3948.15
20230821060000 3948.08
20230821120000 3947.99
20230821180000 3948.02
20230822000000 3948.02
20230822060000 3948.06
20230822120000 3948.10
20230822180000 3948.16
20230823000000 3948.14
20230823060000 3948.14
20230823120000 3948.15
20230823180000 3948.20
20230824000000 3948.18
20230824060000 3948.18
20230824120000 3948.17
20230824180000 3948.26
20230825000000 3948.23
20230825060000 3948.18
20230825120000 3948.20
20230825180000 3948.25
20230826000000 3948.20
20230826060000 3948.19
20230826120000 3948.22
20230826180000 3948.26
20230827000000 3948.21
20230827060000 3948.19
20230827120000 3948.18
20230827180000 3948.28
20230828000000 3948.19
