#ZRXPVERSION2209.265|*|ZRXPMODEStandard|*|ZRXPCREATORZRXP-Fileexport|*|TZUTC-8|*|
#TSPATH/0a/T381/GW/GW.WaterSurfaceElev|*|CUNITft|*|RINVAL-777|*|SNAMET.H. 381|*|
#SANRT381|*|CNAMEGroundWater|*|
#LAYOUT(timestamp,value)|*|
20221113120000 4150.84
20221113130000 4150.84
20221113140000 4150.84
20221113150000 4150.85
20221113160000 4150.85
20221113170000 4150.85
20221113180000 4150.85
20221113190000 4150.84
20221113200000 4150.84
20221113210000 4150.84
20221113220000 4150.84
20221113230000 4150.84
20221114000000 4150.83
20221114010000 4150.83
20221114020000 4150.83
20221114030000 4150.83
20221114040000 4150.83
20221114050000 4150.83
20221114060000 4150.84
20221114070000 4150.84
20221114080000 4150.84
20221114090000 4150.85
20221114100000 4150.85
20221114110000 4150.86
20221114120000 4150.87
20221114130000 4150.87
20221114140000 4150.87
20221114150000 4150.87
20221114160000 4150.86
20221114170000 4150.86
20221114180000 4150.86
20221114190000 4150.86
20221114200000 4150.86
20221114210000 4150.85
20221114220000 4150.85
20221114230000 4150.84
20221115000000 4150.84
20221115010000 4150.84
20221115020000 4150.84
20221115030000 4150.84
20221115040000 4150.84
20221115050000 4150.84
20221115060000 4150.84
20221115070000 4150.84
20221115080000 4150.84
20221115090000 4150.84
20221115100000 4150.84
20221115110000 4150.84
20221115120000 4150.85
20221115130000 4150.85
20221115140000 4150.85
20221115150000 4150.85
20221115160000 4150.84
20221115170000 4150.84
20221115180000 4150.83
20221115190000 4150.83
20221115200000 4150.82
20221115210000 4150.82
20221115220000 4150.82
20221115230000 4150.82
20221116000000 4150.81
20221116010000 4150.81
20221116020000 4150.81
20221116030000 4150.81
20221116040000 4150.81
20221116050000 4150.82
20221116060000 4150.82
20221116070000 4150.82
20221116080000 4150.82
20221116090000 4150.82
20221116100000 4150.83
20221116110000 4150.84
20221116120000 4150.85
20221116130000 4150.86
20221116140000 4150.86
20221116150000 4150.86
20221116160000 4150.86
20221116170000 4150.85
20221116180000 4150.84
20221116190000 4150.85
20221116200000 4150.85
20221116210000 4150.85
20221116220000 4150.85
20221116230000 4150.86
20221117000000 4150.86
20221117010000 4150.86
20221117020000 4150.87
20221117030000 4150.88
20221117040000 4150.88
20221117050000 4150.88
20221117060000 4150.88
20221117070000 4150.88
20221117080000 4150.89
20221117090000 4150.89
20221117100000 4150.90
20221117110000 4150.91
20221117120000 4150.92
20221117130000 4150.94
20221117140000 4150.95
20221117150000 4150.95
20221117160000 4150.95
20221117170000 4150.95
20221117180000 4150.94
20221117190000 4150.94
20221117200000 4150.94
20221117210000 4150.94
20221117220000 4150.95
20221117230000 4150.96
20221118000000 4150.96
20221118010000 4150.97
20221118020000 4150.98
20221118030000 4150.98
20221118040000 4150.98
20221118050000 4150.98
20221118060000 4150.98
20221118070000 4150.98
20221118080000 4150.98
20221118090000 4150.98
20221118100000 4150.98
20221118110000 4150.99
20221118120000 4151.00
20221118130000 4151.00
20221118140000 4151.00
20221118150000 4151.00
20221118160000 4151.00
20221118170000 4150.99
20221118180000 4150.98
20221118190000 4150.97
20221118200000 4150.96
20221118210000 4150.95
20221118220000 4150.96
20221118230000 4150.95
20221119000000 4150.96
20221119010000 4150.96
20221119020000 4150.96
20221119030000 4150.97
20221119040000 4150.97
20221119050000 4150.97
20221119060000 4150.96
20221119070000 4150.96
20221119080000 4150.96
20221119090000 4150.96
20221119100000 4150.96
20221119110000 4150.97
20221119120000 4150.98
20221119130000 4151.00
20221119140000 4151.01
20221119150000 4151.01
20221119160000 4151.01
20221119170000 4151.01
20221119180000 4151.00
20221119190000 4150.99
20221119200000 4150.99
20221119210000 4150.98
20221119220000 4150.98
20221119230000 4150.98
20221120000000 4150.99
20221120010000 4151.00
20221120020000 4151.01
20221120030000 4151.01
20221120040000 4151.02
20221120050000 4151.01
20221120060000 4151.01
20221120070000 4151.00
20221120080000 4151.00
20221120090000 4151.00
20221120100000 4151.00
20221120110000 4151.01
20221120120000 4151.02
20221120130000 4151.03
20221120140000 4151.04
20221120150000 4151.05
20221120160000 4151.05
20221120170000 4151.05
20221120180000 4151.04
20221120190000 4151.03
20221120200000 4151.03
20221120210000 4151.02
20221120220000 4151.02
20221120230000 4151.02
20221121000000 4151.03
20221121010000 4151.04
20221121020000 4151.05
20221121030000 4151.06
20221121040000 4151.07
20221121050000 4151.07
20221121060000 4151.07
20221121070000 4151.06
20221121080000 4151.06
20221121090000 4151.06
20221121100000 4151.06
20221121110000 4151.06
20221121120000 4151.07
20221121130000 4151.08
20221121140000 4151.09
20221121150000 4151.09
20221121160000 4151.09
20221121170000 4151.08
20221121180000 4151.07
20221121190000 4151.07
20221121200000 4151.06
20221121210000 4151.05
20221121220000 4151.04
20221121230000 4151.05
20221122000000 4151.06
20221122010000 4151.06
20221122020000 4151.08
20221122030000 4151.09
20221122040000 4151.10
20221122050000 4151.10
20221122060000 4151.10
20221122070000 4151.10
20221122080000 4151.10
20221122090000 4151.09
20221122100000 4151.09
20221122110000 4151.10
20221122120000 4151.11
20221122130000 4151.12
20221122140000 4151.12
20221122150000 4151.13
20221122160000 4151.14
20221122170000 4151.15
20221122180000 4151.14
20221122190000 4151.14
20221122200000 4151.13
20221122210000 4151.13
20221122220000 4151.12
20221122230000 4151.12
20221123000000 4151.12
20221123010000 4151.14
20221123020000 4151.15
20221123030000 4151.17
20221123040000 4151.18
20221123050000 4151.19
20221123060000 4151.19
20221123070000 4151.19
20221123080000 4151.19
20221123090000 4151.18
20221123100000 4151.18
20221123110000 4151.18
20221123120000 4151.19
20221123130000 4151.19
20221123140000 4151.20
20221123150000 4151.20
20221123160000 4151.21
20221123170000 4151.20
20221123180000 4151.20
20221123190000 4151.19
20221123200000 4151.18
20221123210000 4151.16
20221123220000 4151.15
20221123230000 4151.15
20221124000000 4151.14
20221124010000 4151.15
20221124020000 4151.16
20221124030000 4151.17
20221124040000 4151.18
20221124050000 4151.18
20221124060000 4151.19
20221124070000 4151.19
20221124080000 4151.18
20221124090000 4151.18
20221124100000 4151.18
20221124110000 4151.18
20221124120000 4151.18
20221124130000 4151.19
20221124140000 4151.20
20221124150000 4151.20
20221124160000 4151.21
20221124170000 4151.21
20221124180000 4151.20
20221124190000 4151.20
20221124200000 4151.19
20221124210000 4151.18
20221124220000 4151.17
20221124230000 4151.16
20221125000000 4151.17
20221125010000 4151.17
20221125020000 4151.18
20221125030000 4151.18
20221125040000 4151.20
20221125050000 4151.21
20221125060000 4151.22
20221125070000 4151.22
20221125080000 4151.22
20221125090000 4151.22
20221125100000 4151.23
20221125110000 4151.23
20221125120000 4151.24
20221125130000 4151.25
20221125140000 4151.26
20221125150000 4151.27
20221125160000 4151.28
20221125170000 4151.28
20221125180000 4151.28
20221125190000 4151.28
20221125200000 4151.27
20221125210000 4151.26
20221125220000 4151.26
20221125230000 4151.26
20221126000000 4151.25
20221126010000 4151.26
20221126020000 4151.26
20221126030000 4151.28
20221126040000 4151.28
20221126050000 4151.30
20221126060000 4151.31
20221126070000 4151.32
20221126080000 4151.32
20221126090000 4151.32
20221126100000 4151.32
20221126110000 4151.33
20221126120000 4151.34
20221126130000 4151.35
20221126140000 4151.35
20221126150000 4151.35
20221126160000 4151.35
20221126170000 4151.35
20221126180000 4151.35
20221126190000 4151.34
20221126200000 4151.34
20221126210000 4151.33
20221126220000 4151.32
20221126230000 4151.32
20221127000000 4151.31
20221127010000 4151.31
20221127020000 4151.31
20221127030000 4151.32
20221127040000 4151.32
20221127050000 4151.33
20221127060000 4151.34
20221127070000 4151.34
20221127080000 4151.35
20221127090000 4151.35
20221127100000 4151.36
20221127110000 4151.36
20221127120000 4151.38
20221127130000 4151.38
20221127140000 4151.39
20221127150000 4151.39
20221127160000 4151.40
20221127170000 4151.40
20221127180000 4151.40
20221127190000 4151.40
20221127200000 4151.40
20221127210000 4151.40
20221127220000 4151.40
20221127230000 4151.40
20221128000000 4151.40
20221128010000 4151.41
20221128020000 4151.41
20221128030000 4151.41
20221128040000 4151.42
20221128050000 4151.42
20221128060000 4151.44
20221128070000 4151.44
20221128080000 4151.45
20221128090000 4151.46
20221128100000 4151.46
20221128110000 4151.48
20221128120000 4151.49
20221128130000 4151.50
20221128140000 4151.51
20221128150000 4151.51
20221128160000 4151.51
20221128170000 4151.51
20221128180000 4151.50
20221128190000 4151.50
20221128200000 4151.49
20221128210000 4151.49
20221128220000 4151.48
20221128230000 4151.48
20221129000000 4151.47
20221129010000 4151.46
20221129020000 4151.45
20221129030000 4151.45
20221129040000 4151.44
20221129050000 4151.44
20221129060000 4151.43
20221129070000 4151.43
20221129080000 4151.43
20221129090000 4151.43
20221129100000 4151.43
20221129110000 4151.44
20221129120000 4151.44
20221129130000 4151.44
20221129140000 4151.45
20221129150000 4151.45
20221129160000 4151.45
20221129170000 4151.44
20221129180000 4151.44
20221129190000 4151.43
20221129200000 4151.43
20221129210000 4151.42
20221129220000 4151.42
20221129230000 4151.42
20221130000000 4151.42
20221130010000 4151.42
20221130020000 4151.42
20221130030000 4151.42
20221130040000 4151.42
20221130050000 4151.42
20221130060000 4151.42
20221130070000 4151.42
20221130080000 4151.43
20221130090000 4151.43
20221130100000 4151.44
20221130110000 4151.45
20221130120000 4151.46
20221130130000 4151.48
20221130140000 4151.48
20221130150000 4151.48
20221130160000 4151.48
20221130170000 4151.48
20221130180000 4151.48
20221130190000 4151.48
20221130200000 4151.48
20221130210000 4151.48
20221130220000 4151.48
20221130230000 4151.49
20221201000000 4151.49
20221201010000 4151.50
20221201020000 4151.50
20221201030000 4151.50
20221201040000 4151.51
20221201050000 4151.51
20221201060000 4151.50
20221201070000 4151.50
20221201080000 4151.50
20221201090000 4151.51
20221201100000 4151.51
20221201110000 4151.52
20221201120000 4151.54
20221201130000 4151.55
20221201140000 4151.55
20221201150000 4151.55
20221201160000 4151.55
20221201170000 4151.54
20221201180000 4151.54
20221201190000 4151.53
20221201200000 4151.53
20221201210000 4151.53
20221201220000 4151.52
20221201230000 4151.52
20221202000000 4151.51
20221202010000 4151.52
20221202020000 4151.52
20221202030000 4151.51
20221202040000 4151.50
20221202050000 4151.49
20221202060000 4151.48
20221202070000 4151.47
20221202080000 4151.46
20221202090000 4151.46
20221202100000 4151.46
20221202110000 4151.46
20221202120000 4151.47
20221202130000 4151.48
20221202140000 4151.48
20221202150000 4151.48
20221202160000 4151.48
20221202170000 4151.48
20221202180000 4151.47
20221202190000 4151.46
20221202200000 4151.46
20221202210000 4151.45
20221202220000 4151.46
20221202230000 4151.46
20221203000000 4151.47
20221203010000 4151.48
20221203020000 4151.48
20221203030000 4151.48
20221203040000 4151.49
20221203050000 4151.49
20221203060000 4151.48
20221203070000 4151.48
20221203080000 4151.48
20221203090000 4151.48
20221203100000 4151.48
20221203110000 4151.49
20221203120000 4151.50
20221203130000 4151.51
20221203140000 4151.52
20221203150000 4151.52
20221203160000 4151.52
20221203170000 4151.52
20221203180000 4151.51
20221203190000 4151.51
20221203200000 4151.51
20221203210000 4151.50
20221203220000 4151.51
20221203230000 4151.51
20221204000000 4151.52
20221204010000 4151.54
20221204020000 4151.54
20221204030000 4151.55
20221204040000 4151.55
20221204050000 4151.56
20221204060000 4151.55
20221204070000 4151.55
20221204080000 4151.54
20221204090000 4151.54
20221204100000 4151.55
20221204110000 4151.55
20221204120000 4151.56
20221204130000 4151.57
20221204140000 4151.58
20221204150000 4151.58
20221204160000 4151.58
20221204170000 4151.58
20221204180000 4151.57
20221204190000 4151.57
20221204200000 4151.56
20221204210000 4151.56
20221204220000 4151.55
20221204230000 4151.55
20221205000000 4151.56
20221205010000 4151.57
20221205020000 4151.58
20221205030000 4151.58
20221205040000 4151.59
20221205050000 4151.60
20221205060000 4151.60
20221205070000 4151.60
20221205080000 4151.59
20221205090000 4151.58
20221205100000 4151.58
20221205110000 4151.58
20221205120000 4151.60
20221205130000 4151.61
20221205140000 4151.61
20221205150000 4151.62
20221205160000 4151.62
20221205170000 4151.62
20221205180000 4151.60
20221205190000 4151.60
20221205200000 4151.59
20221205210000 4151.58
20221205220000 4151.58
20221205230000 4151.57
20221206000000 4151.58
20221206010000 4151.58
20221206020000 4151.59
20221206030000 4151.60
20221206040000 4151.61
20221206050000 4151.61
20221206060000 4151.61
20221206070000 4151.60
20221206080000 4151.60
20221206090000 4151.59
20221206100000 4151.59
20221206110000 4151.60
20221206120000 4151.60
20221206130000 4151.61
20221206140000 4151.62
20221206150000 4151.62
20221206160000 4151.62
20221206170000 4151.62
20221206180000 4151.61
20221206190000 4151.60
20221206200000 4151.59
20221206210000 4151.58
20221206220000 4151.57
20221206230000 4151.57
20221207000000 4151.57
20221207010000 4151.58
20221207020000 4151.58
20221207030000 4151.59
20221207040000 4151.60
20221207050000 4151.60
20221207060000 4151.61
20221207070000 4151.61
20221207080000 4151.60
20221207090000 4151.60
20221207100000 4151.59
20221207110000 4151.59
20221207120000 4151.60
20221207130000 4151.61
20221207140000 4151.61
20221207150000 4151.61
20221207160000 4151.61
20221207170000 4151.61
20221207180000 4151.60
20221207190000 4151.59
20221207200000 4151.58
20221207210000 4151.57
20221207220000 4151.56
20221207230000 4151.56
20221208000000 4151.56
20221208010000 4151.56
20221208020000 4151.56
20221208030000 4151.57
20221208040000 4151.57
20221208050000 4151.55
20221208060000 4151.56
20221208070000 4151.58
20221208080000 4151.52
20221208090000 4151.53
20221208100000 4151.53
20221208110000 4151.54
20221208120000 4151.54
20221208130000 4151.56
20221208140000 4151.57
20221208150000 4151.61
20221208160000 4151.62
20221208170000 4151.68
20221208180000 4151.68
20221208190000 4151.69
20221208200000 4151.68
20221208210000 4151.68
20221208220000 4151.67
20221208230000 4151.67
20221209000000 4151.48
20221209010000 4151.44
20221209020000 4151.44
20221209030000 4151.40
20221209040000 4151.40
20221209050000 4151.40
20221209060000 4151.43
20221209070000 4151.43
20221209080000 4151.38
20221209090000 4151.25
20221209100000 4151.18
20221209110000 4151.14
20221209120000 4151.12
20221209130000 4151.62
20221209140000 4151.65
20221209150000 4151.65
20221209160000 4151.68
20221209170000 4151.61
20221209180000 4151.64
20221209190000 4151.65
20221209200000 4151.67
20221209210000 4151.66
20221209220000 4151.66
20221209230000 4151.64
20221210000000 4151.63
20221210010000 4151.63
20221210020000 4151.61
20221210030000 4151.62
20221210040000 4151.63
20221210050000 4151.61
20221210060000 4151.59
20221210070000 4151.59
20221210080000 4151.51
20221210090000 4151.44
20221210100000 4151.73
20221210110000 4151.69
20221210120000 4151.72
20221210130000 4151.73
20221210140000 4151.73
20221210150000 4151.72
20221210160000 4151.72
20221210170000 4151.74
20221210180000 4151.77
20221210190000 4151.77
20221210200000 4151.76
20221210210000 4151.78
20221210220000 4151.74
20221210230000 4151.78
20221211000000 4151.80
20221211010000 4151.81
20221211020000 4151.82
20221211030000 4151.80
20221211040000 4151.85
20221211050000 4151.88
20221211060000 4151.89
20221211070000 4151.90
20221211080000 4151.90
20221211090000 4151.92
20221211100000 4151.86
20221211110000 4151.77
20221211120000 4151.68
20221211130000 4151.69
20221211140000 4151.76
20221211150000 4151.80
20221211160000 4151.87
20221211170000 4151.90
20221211180000 4151.94
20221211190000 4151.92
20221211200000 4151.90
20221211210000 4151.93
20221211220000 4151.94
20221211230000 4151.87
20221212000000 4151.87
20221212010000 4151.91
20221212020000 4151.86
20221212030000 4151.89
20221212040000 4151.90
20221212050000 4151.85
20221212060000 4151.84
20221212070000 4151.86
20221212080000 4151.80
20221212090000 4151.69
20221212100000 4151.72
20221212110000 4151.63
20221212120000 4151.57
20221212130000 4151.55
20221212140000 4151.57
20221212150000 4151.59
20221212160000 4151.73
20221212170000 4151.83
20221212180000 4151.84
20221212190000 4151.83
20221212200000 4151.87
20221212210000 4151.88
20221212220000 4151.87
20221212230000 4151.84
20221213000000 4151.85
20221213010000 4151.84
20221213020000 4151.85
20221213030000 4151.85
20221213040000 4151.83
20221213050000 4151.86
20221213060000 4151.86
20221213070000 4151.91
20221213080000 4151.81
20221213090000 4151.73
20221213100000 4151.73
20221213110000 4151.68
20221213120000 4151.65
20221213130000 4151.88
20221213140000 4151.90
20221213150000 4151.95
20221213160000 4152.04
20221213170000 4152.07
20221213180000 4152.13
20221213190000 4152.22
20221213200000 4152.26
20221213210000 4152.10
20221213220000 4152.15
20221213230000 4152.18
20221214000000 4152.21
20221214010000 4152.25
20221214020000 4152.30
20221214030000 4152.33
20221214040000 4152.35
20221214050000 4152.36
20221214060000 4152.39
20221214070000 4152.41
20221214080000 4152.36
20221214090000 4152.22
20221214100000 4152.09
20221214110000 4151.96
20221214120000 4151.79
20221214130000 4151.65
20221214140000 4151.53
20221214150000 4151.50
20221214160000 4151.52
20221214170000 4151.71
20221214180000 4151.90
20221214190000 4152.05
20221214200000 4152.12
20221214210000 4152.17
20221214220000 4152.21
20221214230000 4152.26
20221215000000 4152.29
20221215010000 4152.30
20221215020000 4152.33
20221215030000 4152.34
20221215040000 4152.32
20221215050000 4152.33
20221215060000 4152.32
20221215070000 4152.28
20221215080000 4152.23
20221215090000 4152.11
20221215100000 4152.03
20221215110000 4151.90
20221215120000 4151.80
20221215130000 4151.71
20221215140000 4151.65
20221215150000 4151.61
20221215160000 4151.65
20221215170000 4151.84
20221215180000 4151.99
20221215190000 4152.10
20221215200000 4152.18
20221215210000 4152.20
20221215220000 4152.27
20221215230000 4152.28
20221216000000 4152.32
20221216010000 4152.38
20221216020000 4152.43
20221216030000 4152.44
20221216040000 4152.42
20221216050000 4152.44
20221216060000 4152.47
20221216070000 4152.48
20221216080000 4152.39
20221216090000 4152.28
20221216100000 4152.14
20221216110000 4152.02
20221216120000 4151.85
20221216130000 4151.72
20221216140000 4151.60
20221216150000 4151.54
20221216160000 4151.54
20221216170000 4151.78
20221216180000 4152.00
20221216190000 4152.13
20221216200000 4152.20
20221216210000 4152.21
20221216220000 4152.23
20221216230000 4152.26
20221217000000 4152.27
20221217010000 4152.24
20221217020000 4152.20
20221217030000 4152.15
20221217040000 4152.12
20221217050000 4152.09
20221217060000 4152.08
20221217070000 4152.11
20221217080000 4152.02
20221217090000 4151.85
20221217100000 4151.72
20221217110000 4151.50
20221217120000 4151.32
20221217130000 4151.18
20221217140000 4151.03
20221217150000 4150.95
20221217160000 4150.93
20221217170000 4151.12
20221217180000 4151.30
20221217190000 4151.38
20221217200000 4151.42
20221217210000 4151.44
20221217220000 4151.45
20221217230000 4151.41
20221218000000 4151.40
20221218010000 4151.36
20221218020000 4151.37
20221218030000 4151.35
20221218040000 4151.34
20221218050000 4151.23
20221218060000 4151.24
20221218070000 4151.24
20221218080000 4151.14
20221218090000 4150.94
20221218100000 4150.85
20221218110000 4150.73
20221218120000 4150.54
20221218130000 4150.40
20221218140000 4150.28
20221218150000 4150.21
20221218160000 4150.24
20221218170000 4150.44
20221218180000 4150.63
20221218190000 4150.74
20221218200000 4150.82
20221218210000 4150.85
20221218220000 4150.86
20221218230000 4150.87
20221219000000 4150.86
20221219010000 4150.87
20221219020000 4150.84
20221219030000 4150.84
20221219040000 4150.84
20221219050000 4150.86
20221219060000 4150.88
20221219070000 4150.78
20221219080000 4150.73
20221219090000 4150.58
20221219100000 4150.48
20221219110000 4150.36
20221219120000 4150.18
20221219130000 4150.05
20221219140000 4150.01
20221219150000 4149.98
20221219160000 4149.95
20221219170000 4150.07
20221219180000 4150.20
20221219190000 4150.25
20221219200000 4150.28
20221219210000 4150.30
20221219220000 4150.32
20221219230000 4150.33
20221220000000 4150.31
20221220010000 4150.28
20221220020000 4150.29
20221220030000 4150.28
20221220040000 4150.26
20221220050000 4150.24
20221220060000 4150.20
20221220070000 4150.21
20221220080000 4150.19
20221220090000 4150.14
20221220100000 4149.97
20221220110000 4149.70
20221220120000 4149.51
20221220130000 4149.35
20221220140000 4149.27
20221220150000 4149.21
20221220160000 4149.23
20221220170000 4149.45
20221220180000 4149.67
20221220190000 4149.82
20221220200000 4149.89
20221220210000 4149.90
20221220220000 4149.91
20221220230000 4149.92
20221221000000 4149.92
20221221010000 4149.92
20221221020000 4149.94
20221221030000 4149.95
20221221040000 4149.93
20221221050000 4149.92
20221221060000 4149.87
20221221070000 4149.79
20221221080000 4149.75
20221221090000 4149.60
20221221100000 4149.52
20221221110000 4149.34
20221221120000 4149.11
20221221130000 4148.93
20221221140000 4148.80
20221221150000 4148.74
20221221160000 4148.75
20221221170000 4148.95
20221221180000 4149.19
20221221190000 4149.33
20221221200000 4149.41
20221221210000 4149.44
20221221220000 4149.46
20221221230000 4149.46
20221222000000 4149.47
20221222010000 4149.47
20221222020000 4149.48
20221222030000 4149.49
20221222040000 4149.49
20221222050000 4149.50
20221222060000 4149.50
20221222070000 4149.48
20221222080000 4149.46
20221222090000 4149.37
20221222100000 4149.24
20221222110000 4149.07
20221222120000 4148.89
20221222130000 4148.76
20221222140000 4148.70
20221222150000 4148.68
20221222160000 4148.68
20221222170000 4148.73
20221222180000 4148.83
20221222190000 4148.94
20221222200000 4149.00
20221222210000 4149.03
20221222220000 4149.02
20221222230000 4149.06
20221223000000 4149.07
20221223010000 4149.05
20221223020000 4149.05
20221223030000 4149.04
20221223040000 4149.07
20221223050000 4149.12
20221223060000 4149.18
20221223070000 4149.20
20221223080000 4149.18
20221223090000 4149.03
20221223100000 4148.82
20221223110000 4148.57
20221223120000 4148.37
20221223130000 4148.23
20221223140000 4148.19
20221223150000 4148.13
20221223160000 4148.17
20221223170000 4148.41
20221223180000 4148.64
20221223190000 4148.83
20221223200000 4148.92
20221223210000 4148.94
20221223220000 4149.00
20221223230000 4149.04
20221224000000 4149.06
20221224010000 4149.09
20221224020000 4149.11
20221224030000 4149.14
20221224040000 4149.15
20221224050000 4149.17
20221224060000 4149.20
20221224070000 4149.20
20221224080000 4149.17
20221224090000 4149.03
20221224100000 4148.83
20221224110000 4148.59
20221224120000 4148.35
20221224130000 4148.18
20221224140000 4148.04
20221224150000 4147.97
20221224160000 4148.02
20221224170000 4148.25
20221224180000 4148.52
20221224190000 4148.67
20221224200000 4148.77
20221224210000 4148.82
20221224220000 4148.85
20221224230000 4148.86
20221225000000 4148.88
20221225010000 4148.88
20221225020000 4148.89
20221225030000 4148.88
20221225040000 4148.90
20221225050000 4148.93
20221225060000 4148.95
20221225070000 4148.98
20221225080000 4148.94
20221225090000 4148.76
20221225100000 4148.50
20221225110000 4148.22
20221225120000 4147.99
20221225130000 4147.80
20221225140000 4147.75
20221225150000 4147.72
20221225160000 4147.79
20221225170000 4148.03
20221225180000 4148.32
20221225190000 4148.46
20221225200000 4148.55
20221225210000 4148.58
20221225220000 4148.58
20221225230000 4148.62
20221226000000 4148.61
20221226010000 4148.63
20221226020000 4148.64
20221226030000 4148.65
20221226040000 4148.66
20221226050000 4148.64
20221226060000 4148.68
20221226070000 4148.70
20221226080000 4148.68
20221226090000 4148.63
20221226100000 4148.51
20221226110000 4148.37
20221226120000 4148.24
20221226130000 4148.17
20221226140000 4148.01
20221226150000 4147.93
20221226160000 4147.89
20221226170000 4148.00
20221226180000 4148.20
20221226190000 4148.33
20221226200000 4148.36
20221226210000 4148.38
20221226220000 4148.38
20221226230000 4148.31
20221227000000 4148.29
20221227010000 4148.14
20221227020000 4148.09
20221227030000 4148.09
20221227040000 4148.08
20221227050000 4148.09
20221227060000 4148.07
20221227070000 4148.08
20221227080000 4148.07
20221227090000 4148.06
20221227100000 4148.04
20221227110000 4147.99
20221227120000 4147.93
20221227130000 4147.90
20221227140000 4147.88
20221227150000 4147.89
20221227160000 4147.90
20221227170000 4147.92
20221227180000 4147.93
20221227190000 4147.96
20221227200000 4147.99
20221227210000 4148.04
20221227220000 4148.02
20221227230000 4148.02
20221228000000 4148.06
20221228010000 4148.10
20221228020000 4148.12
20221228030000 4148.17
20221228040000 4148.18
20221228050000 4148.14
20221228060000 4148.15
20221228070000 4148.16
20221228080000 4148.15
20221228090000 4148.07
20221228100000 4147.96
20221228110000 4147.84
20221228120000 4147.73
20221228130000 4147.67
20221228140000 4147.62
20221228150000 4147.60
20221228160000 4147.66
20221228170000 4147.80
20221228180000 4147.91
20221228190000 4148.00
20221228200000 4148.09
20221228210000 4148.15
20221228220000 4148.16
20221228230000 4148.22
20221229000000 4148.23
20221229010000 4148.21
20221229020000 4148.18
20221229030000 4148.16
20221229040000 4148.15
20221229050000 4148.14
20221229060000 4148.14
20221229070000 4148.14
20221229080000 4148.13
20221229090000 4148.11
20221229100000 4148.08
20221229110000 4148.04
20221229120000 4147.92
20221229130000 4147.83
20221229140000 4147.76
20221229150000 4147.72
20221229160000 4147.76
20221229170000 4147.84
20221229180000 4147.91
20221229190000 4147.98
20221229200000 4148.01
20221229210000 4148.06
20221229220000 4148.07
20221229230000 4148.11
20221230000000 4148.14
20221230010000 4148.14
20221230020000 4148.15
20221230030000 4148.18
20221230040000 4148.18
20221230050000 4148.18
20221230060000 4148.20
20221230070000 4148.22
20221230080000 4148.21
20221230090000 4148.05
20221230100000 4147.86
20221230110000 4147.68
20221230120000 4147.65
20221230130000 4147.64
20221230140000 4147.57
20221230150000 4147.55
20221230160000 4147.52
20221230170000 4147.63
20221230180000 4147.75
20221230190000 4147.84
20221230200000 4147.92
20221230210000 4147.98
20221230220000 4148.02
20221230230000 4147.98
20221231000000 4148.01
20221231010000 4147.99
20221231020000 4147.97
20221231030000 4147.98
20221231040000 4147.99
20221231050000 4147.96
20221231060000 4147.97
20221231070000 4147.95
20221231080000 4147.92
20221231090000 4147.86
20221231100000 4147.77
20221231110000 4147.71
20221231120000 4147.67
20221231130000 4147.65
20221231140000 4147.65
20221231150000 4147.64
20221231160000 4147.66
20221231170000 4147.66
20221231180000 4147.67
20221231190000 4147.64
20221231200000 4147.65
20221231210000 4147.64
20221231220000 4147.65
20221231230000 4147.65
20230101000000 4147.65
20230101010000 4147.68
20230101020000 4147.80
20230101030000 4147.85
20230101040000 4147.85
20230101050000 4147.86
20230101060000 4147.87
20230101070000 4147.87
20230101080000 4147.88
20230101090000 4147.87
20230101100000 4147.86
20230101110000 4147.84
20230101120000 4147.80
20230101130000 4147.76
20230101140000 4147.74
20230101150000 4147.74
20230101160000 4147.79
20230101170000 4147.91
20230101180000 4147.96
20230101190000 4148.00
20230101200000 4148.01
20230101210000 4148.01
20230101220000 4148.02
20230101230000 4148.04
20230102000000 4148.04
20230102010000 4148.06
20230102020000 4148.08
20230102030000 4148.12
20230102040000 4148.16
20230102050000 4148.20
20230102060000 4148.22
20230102070000 4148.24
20230102080000 4148.22
20230102090000 4148.10
20230102100000 4148.00
20230102110000 4147.95
20230102120000 4147.84
20230102130000 4147.81
20230102140000 4147.79
20230102150000 4147.79
20230102160000 4147.84
20230102170000 4147.87
20230102180000 4147.95
20230102190000 4147.99
20230102200000 4148.00
20230102210000 4148.04
20230102220000 4148.08
20230102230000 4148.13
20230103000000 4148.17
20230103010000 4148.17
20230103020000 4148.21
20230103030000 4148.23
20230103040000 4148.22
20230103050000 4148.16
20230103060000 4148.18
20230103070000 4148.20
20230103080000 4148.17
20230103090000 4148.10
20230103100000 4148.00
20230103110000 4147.97
20230103120000 4147.88
20230103130000 4147.76
20230103140000 4147.65
20230103150000 4147.61
20230103160000 4147.65
20230103170000 4147.81
20230103180000 4147.99
20230103190000 4148.12
20230103200000 4148.19
20230103210000 4148.23
20230103220000 4148.28
20230103230000 4148.29
20230104000000 4148.32
20230104010000 4148.31
20230104020000 4148.30
20230104030000 4148.22
20230104040000 4148.16
20230104050000 4148.14
20230104060000 4148.14
20230104070000 4148.13
20230104080000 4148.13
20230104090000 4148.11
20230104100000 4148.10
20230104110000 4148.09
20230104120000 4148.09
20230104130000 4148.06
20230104140000 4147.91
20230104150000 4147.83
20230104160000 4147.84
20230104170000 4147.83
20230104180000 4147.78
20230104190000 4147.76
20230104200000 4147.72
